quilate,cor,clareza,certificado,preco,vs1,vs2,vvs1,vvs2,dcor,cert_gia,cert_igi
0.7300000190734863,I,VVS1,GIA,4727,0,0,1,0,0,1,0
0.7300000190734863,I,VS1,GIA,4221,1,0,0,0,0,1,0
0.7400000095367432,G,VVS2,GIA,5815,0,0,0,1,0,1,0
0.7400000095367432,H,VS2,GIA,4585,0,1,0,0,0,1,0
0.75,D,VVS2,GIA,7368,0,0,0,1,1,1,0
0.75,I,VVS2,GIA,4667,0,0,0,1,0,1,0
0.75,I,VS1,GIA,4355,1,0,0,0,0,1,0
0.7599999904632568,D,IF,GIA,9885,0,0,0,0,1,1,0
0.7699999809265137,F,VVS1,GIA,6919,0,0,1,0,1,1,0
0.7799999713897705,H,VS1,GIA,5386,1,0,0,0,0,1,0
0.800000011920929,I,VS2,GIA,4832,0,1,0,0,1,1,0
0.8299999833106995,E,VS2,GIA,7156,0,1,0,0,1,1,0
0.8999999761581421,F,VS1,GIA,7680,1,0,0,0,1,1,0
1.0,D,VVS1,GIA,15582,0,0,1,0,1,1,0
1.0,D,VS1,GIA,11419,1,0,0,0,1,1,0
1.0,E,VS1,GIA,10588,1,0,0,0,1,1,0
1.0,E,VS2,GIA,9757,0,1,0,0,1,1,0
1.0,F,IF,GIA,13913,0,0,0,0,1,1,0
1.0,F,VVS2,GIA,10588,0,0,0,1,1,1,0
1.0,F,VS1,GIA,10713,1,0,0,0,1,1,0
1.0,F,VS2,GIA,9480,0,1,0,0,0,1,0
1.0,G,VVS2,GIA,9896,0,0,0,1,0,1,0
1.0,G,VS1,GIA,9619,1,0,0,0,0,1,0
1.0,G,VS2,GIA,9169,0,1,0,0,0,1,0
1.0,G,VS2,GIA,9203,0,1,0,0,0,1,0
1.0,H,VS2,GIA,8788,0,1,0,0,0,1,0
1.0,I,VS1,GIA,8095,1,0,0,0,0,1,0
1.0,I,VS2,GIA,7818,0,1,0,0,0,1,0
1.0099999904632568,D,VVS1,GIA,16008,0,0,1,0,1,1,0
1.0099999904632568,E,VS1,GIA,10692,1,0,0,0,1,1,0
1.0099999904632568,E,VS2,GIA,9853,0,1,0,0,1,1,0
1.0099999904632568,F,VS1,GIA,10272,1,0,0,0,1,1,0
1.0099999904632568,F,VS2,GIA,9573,0,1,0,0,1,1,0
1.0099999904632568,H,VS1,GIA,9153,1,0,0,0,0,1,0
1.0099999904632568,H,VS2,GIA,8873,0,1,0,0,0,1,0
1.0099999904632568,I,VVS1,GIA,8873,0,0,1,0,0,1,0
1.0099999904632568,I,VVS2,GIA,8455,0,0,0,1,0,1,0
1.0099999904632568,I,VS2,GIA,7895,0,1,0,0,0,1,0
1.0199999809265137,F,VS1,GIA,10372,1,0,0,0,1,1,0
1.0199999809265137,F,VS2,GIA,9666,0,1,0,0,1,1,0
1.0199999809265137,G,VVS2,GIA,10090,0,0,0,1,0,1,0
1.0299999713897705,E,VS1,GIA,10900,1,0,0,0,1,1,0
1.0399999618530271,F,VS1,GIA,10571,1,0,0,0,1,1,0
1.0399999618530271,I,IF,GIA,9563,0,0,0,0,0,1,0
1.0499999523162842,I,VVS2,GIA,8781,0,0,0,1,0,1,0
1.059999942779541,G,VS2,GIA,9743,0,1,0,0,0,1,0
1.059999942779541,H,VS2,GIA,9302,0,1,0,0,0,1,0
1.0700000524520874,I,VVS2,GIA,8945,0,0,0,1,0,1,0
1.100000023841858,H,VS2,GIA,9646,0,1,0,0,0,1,0
0.1800000071525573,F,VVS1,IGI,823,0,0,1,0,1,0,1
0.1800000071525573,F,VVS2,IGI,765,0,0,0,1,1,0,1
0.1800000071525573,G,IF,IGI,803,0,0,0,0,0,0,1
0.1800000071525573,G,IF,IGI,803,0,0,0,0,0,0,1
0.1800000071525573,G,VVS2,IGI,705,0,0,0,1,0,0,1
0.1800000071525573,H,IF,IGI,725,0,0,0,0,0,0,1
0.1899999976158142,D,VVS2,IGI,967,0,0,0,1,1,0,1
0.1899999976158142,E,IF,IGI,1050,0,0,0,0,1,0,1
0.1899999976158142,F,IF,IGI,967,0,0,0,0,1,0,1
0.1899999976158142,F,VVS1,IGI,863,0,0,1,0,1,0,1
0.1899999976158142,F,VVS2,IGI,800,0,0,0,1,1,0,1
0.1899999976158142,G,IF,IGI,842,0,0,0,0,0,0,1
0.1899999976158142,G,VVS1,IGI,800,0,0,1,0,0,0,1
0.1899999976158142,H,IF,IGI,758,0,0,0,0,0,0,1
0.2000000029802322,D,VS1,IGI,880,1,0,0,0,1,0,1
0.2000000029802322,G,IF,IGI,880,0,0,0,0,0,0,1
0.2000000029802322,G,VS1,IGI,705,1,0,0,0,0,0,1
0.2000000029802322,G,VS2,IGI,638,0,1,0,0,0,0,1
0.209999993443489,D,VS1,IGI,919,1,0,0,0,1,0,1
0.209999993443489,E,IF,IGI,1149,0,0,0,0,1,0,1
0.209999993443489,F,IF,IGI,1057,0,0,0,0,1,0,1
0.209999993443489,G,IF,IGI,919,0,0,0,0,0,0,1
0.2199999988079071,E,IF,IGI,1198,0,0,0,0,1,0,1
0.2300000041723251,E,IF,IGI,1248,0,0,0,0,1,0,1
0.2300000041723251,F,IF,IGI,1147,0,0,0,0,1,0,1
0.2300000041723251,G,IF,IGI,995,0,0,0,0,0,0,1
0.2399999946355819,H,IF,IGI,1108,0,0,0,0,0,0,1
0.25,F,IF,IGI,1485,0,0,0,0,1,0,1
0.25,G,IF,IGI,1283,0,0,0,0,0,0,1
0.25,H,IF,IGI,1149,0,0,0,0,0,0,1
0.25,I,IF,IGI,1082,0,0,0,0,0,0,1
0.2599999904632568,F,IF,IGI,1539,0,0,0,0,1,0,1
0.2599999904632568,F,VVS1,IGI,1365,1,0,0,0,1,0,1
0.2599999904632568,F,VVS2,IGI,1260,0,0,0,1,1,0,1
0.2599999904632568,I,IF,IGI,1121,0,0,0,0,0,0,1
0.270000010728836,F,IF,IGI,1595,0,0,0,0,1,0,1
0.270000010728836,H,IF,IGI,1233,0,0,0,0,0,0,1
0.2800000011920929,I,IF,IGI,1199,0,0,0,0,0,0,1
0.2899999916553497,G,IF,IGI,1471,0,0,0,0,0,0,1
0.2899999916553497,I,IF,IGI,1238,0,0,0,0,0,0,1
0.3000000119209289,E,VVS2,IGI,1580,0,0,0,1,1,0,1
0.3000000119209289,F,VVS2,IGI,1459,0,0,0,1,1,0,1
0.3000000119209289,G,VVS1,IGI,1459,0,0,1,0,0,0,1
0.3000000119209289,H,VVS2,IGI,1218,0,0,0,1,0,0,1
0.3000000119209289,I,IF,IGI,1299,0,0,0,0,1,0,1
0.3100000023841858,E,VVS2,IGI,1628,0,0,0,1,1,0,1
0.3100000023841858,F,VVS1,IGI,1628,0,0,1,0,0,0,1
0.3100000023841858,I,IF,IGI,1337,0,0,0,0,0,0,1
0.3199999928474426,H,IF,IGI,1462,0,0,0,0,0,0,1
0.3300000131130218,H,IF,IGI,1503,0,0,0,0,0,0,1
0.3400000035762787,F,VVS1,IGI,1773,0,0,1,0,1,0,1
0.3400000035762787,F,VVS2,IGI,1636,0,0,0,1,1,0,1
0.3499999940395355,F,VVS1,IGI,1821,0,0,1,0,1,0,1
0.3499999940395355,G,VVS2,IGI,1540,0,0,0,1,0,0,1
0.4000000059604645,G,IF,IGI,2276,0,0,0,0,0,0,1
0.4099999964237213,I,VVS1,IGI,1616,0,0,1,0,0,0,1
0.4099999964237213,I,VVS2,IGI,1506,0,0,0,1,0,0,1
0.4699999988079071,F,VVS2,IGI,2651,0,0,0,1,1,0,1
0.4799999892711639,F,VS1,IGI,2383,1,0,0,0,1,0,1
0.5,G,IF,IGI,3652,0,0,0,0,0,0,1
0.5099999904632568,E,VVS2,IGI,3722,0,0,0,1,1,0,1
0.5099999904632568,F,VVS1,IGI,3722,0,0,1,0,1,0,1
0.5199999809265137,I,IF,IGI,3095,0,0,0,0,0,0,1
0.550000011920929,F,VVS2,IGI,3706,0,0,0,1,1,0,1
0.5600000023841858,E,VVS2,IGI,4070,0,0,0,1,1,0,1
0.5600000023841858,G,VVS2,IGI,3470,0,0,0,1,0,0,1
0.5799999833106995,E,VVS1,IGI,4831,0,0,1,0,1,0,1
0.5799999833106995,F,VVS1,IGI,4209,0,0,1,0,1,0,1
0.5799999833106995,G,VVS1,IGI,3821,0,0,1,0,0,0,1
0.699999988079071,G,VVS1,IGI,5607,0,0,1,0,0,0,1
0.699999988079071,G,VVS2,IGI,5326,0,0,0,1,0,0,1
0.7099999785423279,D,VS1,IGI,6160,1,0,0,0,1,0,1
0.7599999904632568,F,VVS2,IGI,6095,0,0,0,1,1,0,1
0.7799999713897705,G,VVS2,IGI,5937,0,0,0,1,0,0,1
1.0,H,VVS2,IGI,9342,0,0,0,1,0,0,1
1.0099999904632568,G,VS1,IGI,9713,1,0,0,0,0,0,1
1.0099999904632568,H,VS2,IGI,8873,0,1,0,0,0,0,1
1.0099999904632568,I,VS1,IGI,8175,1,0,0,0,0,0,1
0.5,F,VVS1,HRD,3778,0,0,1,0,1,0,0
0.5,G,VVS1,HRD,3432,0,0,1,0,0,0,0
0.5099999904632568,F,VVS1,HRD,3851,0,0,1,0,1,0,0
0.5199999809265137,E,VS2,HRD,3346,0,1,0,0,1,0,0
0.5199999809265137,H,VVS1,HRD,3130,0,0,1,0,0,0,0
0.5299999713897705,F,VVS1,HRD,3995,0,0,1,0,1,0,0
0.5299999713897705,F,VVS2,HRD,3701,0,0,0,1,1,0,0
0.550000011920929,G,VVS2,HRD,3529,0,0,0,1,0,0,0
0.5600000023841858,F,VS1,HRD,3667,1,0,0,0,1,0,0
0.5600000023841858,F,VS2,HRD,3202,0,1,0,0,1,0,0
0.5699999928474426,F,VS2,HRD,3256,0,1,0,0,1,0,0
0.5699999928474426,H,VVS1,HRD,3415,0,0,1,0,0,0,0
0.5799999833106995,H,IF,HRD,3792,0,0,0,0,0,0,0
0.6000000238418579,G,VS1,HRD,3925,1,0,0,0,0,0,0
0.6000000238418579,G,VS2,HRD,3421,0,1,0,0,0,0,0
0.6000000238418579,H,VVS1,HRD,3925,0,0,1,0,0,0,0
0.6100000143051147,H,VVS2,HRD,3616,0,0,0,1,0,0,0
0.6200000047683716,I,VVS2,HRD,3615,0,0,0,1,0,0,0
0.6399999856948853,H,VVS2,HRD,3785,0,0,0,1,0,0,0
0.6499999761581421,I,VVS2,HRD,3643,0,0,0,1,0,0,0
0.6600000262260437,H,VVS1,HRD,4300,0,0,1,0,0,0,0
0.699999988079071,E,VVS1,HRD,6867,0,0,1,0,1,0,0
0.699999988079071,E,VVS2,HRD,6285,0,0,0,1,1,0,0
0.699999988079071,G,VVS1,HRD,5800,0,0,1,0,0,0,0
0.699999988079071,G,VVS2,HRD,5510,0,0,0,1,0,0,0
0.699999988079071,H,VS2,HRD,4346,0,1,0,0,0,0,0
0.7099999785423279,G,IF,HRD,6372,0,0,0,0,0,0,0
0.7099999785423279,H,VVS2,HRD,5193,0,0,0,1,0,0,0
0.7200000286102295,H,VVS1,HRD,5662,0,0,1,0,0,0,0
0.7300000190734863,F,VS2,HRD,5333,0,1,0,0,1,0,0
0.7300000190734863,G,VVS1,HRD,6041,0,0,1,0,0,0,0
0.7400000095367432,H,VVS1,HRD,5815,0,0,1,0,0,0,0
0.800000011920929,F,IF,HRD,8611,0,0,0,0,1,0,0
0.800000011920929,F,VS1,HRD,6905,1,0,0,0,1,0,0
0.800000011920929,G,VVS2,HRD,6905,0,0,0,1,0,0,0
0.800000011920929,H,VVS2,HRD,6416,0,0,0,1,0,0,0
0.800000011920929,H,VS1,HRD,6051,1,0,0,0,0,0,0
0.8100000023841858,E,VVS1,HRD,8715,0,0,1,0,1,0,0
0.8100000023841858,E,VS2,HRD,6988,0,1,0,0,1,0,0
0.8100000023841858,F,VS1,HRD,6988,1,0,0,0,1,0,0
0.8100000023841858,G,VS1,HRD,6495,1,0,0,0,0,0,0
0.8100000023841858,H,IF,HRD,7358,0,0,0,0,0,0,0
0.8199999928474426,F,VS2,HRD,6572,0,1,0,0,1,0,0
0.8199999928474426,G,VVS2,HRD,7072,0,0,0,1,0,0,0
0.8500000238418579,F,VVS1,HRD,8359,0,0,1,0,1,0,0
0.8500000238418579,F,VS2,HRD,6805,0,1,0,0,1,0,0
0.8500000238418579,G,VVS1,HRD,7711,0,0,1,0,0,0,0
0.8600000143051147,H,VS2,HRD,5835,0,1,0,0,0,0,0
1.0,D,VVS2,HRD,13775,0,0,0,1,1,0,0
1.0,E,VVS1,HRD,14051,0,0,1,0,1,0,0
1.0,E,VVS2,HRD,11419,0,0,0,1,1,0,0
1.0,E,VS1,HRD,10588,1,0,0,0,1,0,0
1.0,F,VVS1,HRD,11696,0,0,1,0,1,0,0
1.0,F,VVS2,HRD,10588,0,0,0,1,1,0,0
1.0,G,VVS1,HRD,10450,0,0,1,0,0,0,0
1.0,G,VVS2,HRD,9896,0,0,0,1,0,0,0
1.0,G,VS2,HRD,9203,0,1,0,0,0,0,0
1.0,H,VVS1,HRD,9480,0,0,1,0,0,0,0
1.0,H,VS1,HRD,9065,1,0,0,0,0,0,0
1.0,H,VS2,HRD,8788,0,1,0,0,0,0,0
1.0,I,VVS1,HRD,8788,0,0,1,0,0,0,0
1.0,I,VVS2,HRD,8372,0,0,0,1,0,0,0
1.0,I,VS1,HRD,8095,1,0,0,0,0,0,0
1.0,I,VS2,HRD,7818,0,1,0,0,0,0,0
1.0099999904632568,D,VVS2,HRD,13909,0,0,0,1,1,0,0
1.0099999904632568,E,VVS2,HRD,11531,0,0,0,1,1,0,0
1.0099999904632568,E,VS1,HRD,10692,1,0,0,0,1,0,0
1.0099999904632568,F,VVS1,HRD,11811,0,0,1,0,1,0,0
1.0099999904632568,F,VS1,HRD,10272,1,0,0,0,1,0,0
1.0099999904632568,G,VVS2,HRD,9993,0,0,0,1,0,0,0
1.0099999904632568,G,VS2,HRD,9293,0,1,0,0,0,0,0
1.0099999904632568,H,VVS2,HRD,9433,0,0,0,1,0,0,0
1.0099999904632568,H,VS1,HRD,9153,1,0,0,0,0,0,0
1.0099999904632568,I,VVS1,HRD,8873,0,0,1,0,0,0,0
1.0099999904632568,I,VS1,HRD,8175,1,0,0,0,0,0,0
1.0199999809265137,F,VVS2,HRD,10796,0,0,0,1,1,0,0
1.059999942779541,H,VVS2,HRD,9890,0,0,0,1,0,0,0
1.0199999809265137,H,VS2,HRD,8959,0,1,0,0,0,0,0
1.090000033378601,I,VVS2,HRD,9107,0,0,0,1,0,0,0
